748688976643403776,"@dylanscott Who the fuck cares it your neighbors think you're white trash? ""It's not what they call you. It's what you answer to."""
749983456331964416,@zack_hample you should have given away 11. You really are white trash. https://t.co/Db2yeVncUf
752651587319951360,@gehrig38 you are fucking white trash I love you
752390294742659072,@AnnCoulter STFU YOU OLD OUTDATED IGNORANT DUMB FCK. YOU IGNORANT REGURGITATED WHITE TRASH
753998890026885120,@CAMSHAPPlNESS you little bitch why would @camerondallas sleep with you? hes not the type of person to sleep around. So white trash its fake
754748579907039232,@taylorswift13 you white trash motherfucker your singing doesn't make me shake it off it makes me puke #die #dietaylor #teamcalvin
755167469250158592,@Yedois @Reveille1au oh how can you offend a person of colour with racist remarks? You bigot white trash
755633288652488704,@assley16 @ClayMcd1 you guys are a match made in white trash heaven
758284466267754497,"@TIME ugh, you pay off your bills, take a nice vacation, put the rest of it in the bank - idiot! Trailer park white trash just can't change"
759153500911603712,@RodBerne @realDonaldTrump pretty sure a president shouldn't be racist. You're white trash tho so you wouldn't care.
759597493134954496,@BlueWaterDays @rkylesmith Incredible lack of professionalism by NY Post. Why call people white trash? Does your editor know?
861915957991661568,@kathryn_dennis Your nothing more than PURE WHITE TRASH!
861993959438135296,@WaysOfWeiss I just don't see how you can be that white trash lol
862716055030038534,"@985768531k @andrealetania1 @TRobinsonNewEra @SamanthaSnail @AnnCoulter White trash intellect you you expound, and… https://t.co/2u6Ssjj2fY"
865027229780070400,@BraileeK @BencomoClaudia @margeryjjones @RebeccaNanny And clearly your the white trash. @BraileeK
867097030715486208,"@Rockwell @nappyboy1769 @LotaPressure @the_unachiever @20committee @hughhewitt Not me!!  You ignorant, attention seeking, white trash."
869638858622857218,@massimomessina1 @_Makada_ You mean the ones where white trash had president hung on trees with a noose?
869718286178676742,@realDonaldTrump L-O-S-E-R! Now we know what see how white trash behave abroad on a public level. You are still Whi… https://t.co/aI82IueD4u
686704499382157312,@oreillyfactor @PBS LEVITTOWNIAN WHITE TRASH. GO BEAT UP YOUR EX WIFE DID YOU LEARN THE ABUSE FROM TRUMP OR VICE VERSA.
689625471424843776,"@Kenny_Wallace @BenB388 herm, u need to block that troll...what a piece of white trash!!!"
692214371989200896,@TrumpUntamed @realDonaldTrump @DLoesch talented woman. You are white trash pathetic excuse for a conservative
692188686063157248,@realDonaldTrump you sir prove you don't have to be poor to be white trash
794372274681888768,@realDonaldTrump You are white trash and a rapist!
712379700639825920,@scrowder you are disgusting white trash. I want white people out of the country if yall gonna start removing races.
712082605483626496,"@Beccastclair @SethMacFarlane ""white trash nation"" that gave you everything you have. You don't deserve it woman."
713682367580233729,@MehauSkye ok I think ur white trash ((;
714089550612705280,@kayleighdepaul @MosmanLaura white trash have you looked in a mirror
715046443313180673,@Andy @ericamartin1980 yeah so leave it alone!! James and LaLa were swearing like white trash!!!  I got your back Andy!
715027854141091842,@stassi your next backhand needs to goto that white trash Lala Kent. Disgusting pig she is.
694427802674683904,@substantivism No. We can't be Beaners.  What are you white trash boy?
694327571383762944,@KakersDozen @MarronMatt I'll be your #campaignmanager....you can decide if you want handsome Matt or white trash me.
694696854689337344,@__MDHJ__ I've heard about you your just a white trash little boy
696481086444929025,"@EGGSERCISE @MADBLACKTWINK lol don't hate, just the Christmas lights add a nice white trash look to your crib"
698127250110087168,@KenCarman Wow. You really do come from a long line of white trash.
698717879437549570,"@CQsAlterEgo Eerily silent on those great degrees, you piece of LI white trash."
699059274794708992,"@OhNoSheTwitnt @MarkAgee @tjchambersLA now I'm getting feelings, like I can make fun of my white trash family but don't  you guys!!"
701285334550605824,@seanhannity @Blazingbobwhite Hannity you're paid to be white trash that's it propaganda hate spewing white trash you're good at your job
701527924671787008,"@RonLPitts oh, I see you met Lydia, she's a nasty piece of white trash isn't she. Wow"
701795751958081536,@RealAdamLewis @marcorubio  He does.t know rubio called him white trash. U shd b ashamed. Hes anti cop&amp;pro BLM. Wants jobs2go2illegals
701774369421455361,@AnnCoulter @RyanLizza STFU YOU OLD OUTDATED WHITE TRASH IGNORANT JACKASS
702992466614624256,@MC_DaCEO @VCUPav I will talk shit on Bonaventure. We beat you in basketball. That school is full of white trash like you. Have some decency
846861724321964032,@Jake_Garrison7 your white trash snake
846887859017666565,"@YouMeHer @priscillafaia Izzy saying to Emma and Jack, ""I'm your white trash baby vessel."" Could Izzy be any more savage tonight? #YouMeHer"
847046454048935938,@oreillyfactor YOU are WHITE dirty WRINKLED Trailer PARK TRASH! Doesn't matter how much money you have. You still look like WHITE TRASH.
737723858028007424,@realDonaldTrump you are the sleeze are you sure u r educated cause u act and talk white trash what is wrong with ur head u need help
741811882579791873,"@GREENESJ333 @fleurdeliselle @col_nj and poor white trash as she called them, she did not see your right to be a parent. 2)"
743205150660116480,@EminemLyrcs you were never white trash now look at you a rapper who's hype with cash you got it like that not ashamed from your past
745420393297543168,"@lurkforlife28 I can clearly see there only one vote. Probably from you, you white trash hilbilly"
745725365339840512,@_HankRearden you are a piece of shit human glad you were exposed by @JYSexton to show the world what white trash looks like
771582133823352832,"@CGirl143 @TOOEdit arguably your average poor white trash almost never votes in their own best interest, from what I've seen. They're too..."
773874274817810432,@tay_bug29 everyday is white trash bash for you ain't it?
774748850095611904,"@Montel_Williams you are a deplorable pos. You hawk predatory loans to poor white trash and ghetto queens,knowing they can't pay the high %"
775112622085505024,@yoitsdsy white trash is what u are
775814492730994693,"@hrtablaze And yet, poor white trash like you is overall more violent and resorts to welfare more often, and uses it longer....HMMMMMMMMm..."
776237555415064577,@Russe1l_ yes you do white trash😂
778286909101641728,@AmyPoteat27565 @TomiLahren fuck you dumbass white trash racist ass bitches!!!!
779728411715629058,"@Libertar_Latino Nope, you even admit that santos the populist is in your colombia, and pinochet was a dictator puppet of white trash hicks."
780278305945550848,"@notahumvnbean I didn't know what white trash was at the time but my dad was like ""what are you white trash"" so I went with it"
780621622298439684,@KellyannePolls you both are white trash
781315511166590976,"@Nastynas300 @alanbrownpac @Corraandrews @Samanthaann0227 ""white trash"" is racist. You shouldn't have gone there. White peoples is ok.🙋🏼⚜️"
781934254917881856,@KimKardashian saw you in person here in Paris . As an American I'm embarrassed  you all are so white trash. Not fashion at all.
829416754141032450,@realDonaldTrump when will u grow up.white trash
829725589112180736,"@SenateMajLdr did you manage to find another racist, sexist white trash from the south to join you 🤦🏻‍♂️"
829698858825482244,@LanieWharton I'm not going to fight you in the street like white trash we graduate in less than 6 months
831243260265906178,@MerkuMerku ur a racist u white trash dollop of mayonnaise (it's okay for me to say that because I'm asian)
831851128161579008,@realDonaldTrump @nytimes @washingtonpost you mean. The failing Presidency. Proof you dont have to be poor to be white trash.
833353175532961792,@GoyimDestroyer's account is temporarily unavailable because it violates the Twitter Media Policy. Learn more.
833516380125331457,@JarrettHermann @lirvinthelife so youre telling me youre so engrained with white trash DNA your facial hair just grows all trashy like that
834134796691386368,@realDonaldTrump fuck him and fuck you too. You're just white trash with money. Stop worrying about others and worry about yourself
834452792051920898,@rebeccaannew I think Becky is an American term for white trash 😂 still love you thoo!
727324534244691969,@jetaimemma SHE DRINKS RED WINE WITH ICE AND THINKS SHE'S CLASSY LIKE DO U KNOW HOW FUCKIN WHITE TRASH U GOTTA BE 💀
728651280713842688,"@LindseyGrahamSC Do #America a #huge favor &amp; RETIRE ASAP, you worthless, inbred, redneck, #white trash hick! #SouthCarolina SUCKS as do you!"
731872095123165184,@brookes76 no because she is a piece of white trash😂 so you seen it too😅
731644675774414848,@iamjohnoliver u r nothing but a white trash!
733706704676913154,@Fearer_mE_laina 😂😂 you are such white trash
715384575531229184,@drewgrimaldi @HillaryClinton get the fuck out of here you white trash asshole that probably fucked you cuzin chicken shit never successful
716467083429564423,@sabledrakon This isn't your average every day white trash...  This is...  ADVANCED white trash.
718230259796193281,@realDonaldTrump your a little bitchass white trash piece of shit racist waste of life. Don't come to Cali boy  https://t.co/MTvkx1ZKIS
720734871623188481,@FatGibbs respect tbh if you do choose a dif team make sure they fans not some white trash racists smfh
723680179025911809,"@RestoreUSAtoday No, like White Trash like you that haven't grosn up.  @ScotsFyre @cachobweeney @1911G_fan"
724755900565585920,@Sodapoppintv bruh you have the biggest white trash as a girlfriend
725362371745587200,@realDonaldTrump you're white trash and you make zero sense. Kys
725557125854822402,@NicholasFranzwa pretty white trash if you think about it
726190402852675588,@SilenMajority white trash like you believes that.  Methodological Nationalism. colonizers names for states are bs. Read history.
852277136991846401,@donny_hahn1 wouldn't say I'm pussy made I'm just not white trash like you bruh
853380293478170624,"@TheBhadBhabie you realize you're​ the epitome of white trash and everything wrong with American education. Ignorant, illiterate &amp; pathetic."
853522111276748801,@TGC_N3rdshack Evo? I assume that is a airsoft gun. You going all white trash survivalist today?
854165626574843904,"@liars_never_win Eww, can you imagine? I bet she's a beast when she's drunk. Rich White Trash!"
855147584427401216,@realDonaldTrump Sure: fuck you before all your white trash supporters.
855856245659627520,@The_Taxdude do the world a favour go to school and get a education you dumb secluded sidelined white trash
856180536661987330,@tomilahred u belong to hate groups ur the scum of the earth @preobmam have  respect forwomen's ur delusional u piece of white trash kkkscum
783212771026567169,@LadyAodh and you should stop taking hallucinogenic drugs. Only failed white trash blonde bimbos like you come up with rubbish like this
784848989988397056,@Jake_Ormrod your white trash article was horrible to read through. Just saying
785255220918022144,@CatAndSgtBaker @iAxX23 @SeventyTwo_ you sound like a cutie. A shame you're white trash
785627687721152515,@kayleighmcenany @rushlimbaugh lol wow u just admit UR white trash lol
785273046718377984,@IvankaTrump @EricTrump @DonaldJTrumpJr @MELANIATRUMP HE has made you all RICH WHITE TRASH!
785568103421718528,@realDonaldTrump Proves you don't have to be Poor. ..to be WHITE TRASH. #ImWithHer https://t.co/D62kVkXKsc
785316566825000960,@megynkelly your trash talking Trump your trash what a mother you are! White trash hoe! R your kids gonna growup do… https://t.co/GQTIg9lot3
785963685000994820,@realDonaldTrump you wish! Abuser. Maniac. Liar. White trash.
786013089732841472,@AC360 @CNNPolitics F..k you Anderson Cooper. Your nothing but white trash. Selling Us out for evil Killary and her globalization agenda.
786326790084055040,"@kyssa_min_rov get over yourself, stop playing victim with your white guilt &amp; white trash family you white supremacist hoe. Get dicked down😂"
787414117287989248,@realDenaldTrump @jerweber @washingtonpost I cannot believe you just said this Trump - you are the white trash my parents warned me about!
787458627229487104,"@LeahR77 What kind of ignorance are you pandering, ASSHAT? Are you calling all these women liars? POS white trash that you are"
789484627052363776,@MarcusCowie12 @shirerumourmill @callumwoodxox @owaaain @HoganRuddell Marcus you piece of white trash
790987479713058816,@USAneedsTRUMP @HillaryClinton. White trash hiding behind a black family! Those four were shot with that mean gun you have. Were they TRASH!
874106706749526017,@PolokPenetrator Eat News I've seen all day. Now if it would just spread to you inbred poor white trash too then Am… https://t.co/bCsOW1AtFX
875805685073813505,@630CHED He is what they call white trash and no money can't buy you everything look at his case clueless and brain… https://t.co/eCkXrUikDv
875613296564387840,@xoxo_larissa_ you didn't get used hoe. you're just a white trash piece of ass bryce never gave a fuck about you
875955400767438849,@charlierober41 It's white trash like you that gives good white men like me the desire to beat your ass.
876499347457716225,@GregAbbott_TX You #homophobic piece of white trash!  Go fuck yourself !!
877440641537515520,@KellyannePolls Wow ... Absolutely none of you can act in any presidential sense of the word. It's all white trash… https://t.co/uml9DIoQB8
877973855033151488,@fortunefunny not a fan but it makes sense if you like if you're white trash 😉
878496771479142404,@maddow you disgusting white trash. I'll pull @kathygriffin  ur head. Y'all @MSNBC think it's funny w/all slurs @realDonaldTrump! Sickening
878603843700961280,@piersmorgan What about White Trash Bigot TV presenters Piers?   Hello? Hello? Piers?  You still there....
878720239810338818,"@PrisonPlanet . @piersmorgan doesn't think so, and if you do, you are 'white trash'"
879720950408859649,"@BobbyAxelrod2 A great message. Unfortunately, many will label me as patronizing piece of white trash and you an Un… https://t.co/vZQ3NHVX82"
821446762825154560,@buckweiser13 @TexitDarling lmao u two deserve each other so much never saw more white trash than now enjoy xoxo
821805052885172232,"@jd_Constitution @FLOTUS @WhiteHouse you sick like Trump, You white trash"
825487324620300288,"@WajahatAli You and your ilk been calling people rednecks, white trash, racists, nazis, bigots, privileged, so basically, who gives a fuck."
826062464370536448,@IvankaTrump you classless little bitch. Your what we call rich white trash.
762442040768507904,@therealroseanne YOUR A OLD FAT ASS WHITE BITCH THAT HAD A SHOW BASED ON BEING FAT WHITE TRASH WHO DRINKS MOONSHINE AND EATS FROG LEGS!!
762860602947608576,@ShannonBeador racist white sc rich white trash. !!! U suck!!!
762835919439208448,@PaulMalignaggi @ZViggiano Paulie you are a fucking prize fighter and a mixed breed White trash....dude ur silician
763127046105014274,@McButtz_ you know my white trash ass said 😮
763944033622163456,@Lynette_Cx  dumb white trash .. So tough why didn't she confront your dad then 😒
769219033572970496,@PBandJenelley_1 it's definitely your conscious for being a white trash slut bag who neglects her kids and animals. But blame anxiety girl!
769662195374239744,@sunny_hundal @kennyplan You know back in the day the white nationalists would have just been called white trash
770346231830753281,@GroundLevelUp  all of you who participated in this white trash fiasco are equally guilty.  And you sir never make any sense when you write
770540042196492289,@jaarssanna @jeqekashaka @moholoms your vagina is a monkey u stupid white TRASH!!!!
